keyword,tfidf,count
west Africa,1.0,65
African countries,1.0,55
north Africa,1.0,38
ipcc,1.0,22
Egypt,1.0,19
Rwanda,1.0,17
Namibia,1.0,17
World Bank Group,1.0,16
Botswana,1.0,14
climate change literacy,1.0,13
African,1.0,13
Sudan,1.0,12
PLoS One,1.0,12
bitstream,1.0,11
Angola,1.0,10
precipitation variability,1.0,10
drought frequency,1.0,9
African Development Bank,1.0,9
Congo Basin,1.0,9
Human Settlements,1.0,9
Jamba,1.0,9
Africans,1.0,8
Tunisia,1.0,8
Morocco,1.0,8
Somalia,1.0,8
Lake Tanganyika,1.0,8
malaria transmission,1.0,8
Global Food Security,1.0,8
educational attainment,1.0,7
precipitation changes,1.0,7
GCF,1.0,7
Indigenous knowledge systems,1.0,7
Social Determinants of Health,1.0,7
HIV,1.0,7
Central African Republic,1.0,6
projected risks,1.0,6
African river basins,1.0,6
Algeria,1.0,6
Climate Information Services,1.0,6
Africa Adaptation Initiative,1.0,6
South Sudan,1.0,6
Sierra Leone,1.0,6
climate scenarios,1.0,6
food crops,1.0,6
Heat stress,1.0,6
Cyclone Idai,1.0,6
Climate Risk,1.0,6
Agricultural Systems,1.0,6
multilateral development banks,1.0,5
tropical Africa,1.0,5
fodder availability,1.0,5
freshwater fisheries,1.0,5
strategic financial investment,1.0,5
UNFCCC Paris Agreement,1.0,5
food sector,1.0,5
smallholder farming systems,1.0,5
climate information services,1.0,5
Liberia,1.0,5
mean annual temperatures,1.0,5
Mount Kenya,1.0,5
Kilimanjaro,1.0,5
Cape Town drought,1.0,5
Lake Chad,1.0,5
Makutapora wellfield,1.0,5
river basin,1.0,5
global environmental change,1.0,5
socioeconomic status,1.0,5
Malaria,1.0,5
meningitis,1.0,5
rural Ethiopia,1.0,5
internal migrants,1.0,5
Internal climate migrants,1.0,5
Libya,1.0,5
documentation,1.0,5
Climate Resilience,1.0,5
ustain,1.0,5
South African Journal of,1.0,5
Hydrological Sciences,1.0,5
The Lancet Planetary Health,1.0,5
Zambezi River Basin,1.0,5
east Africa,0.9906572002821821,38
Zimbabwe,0.9798420149906302,46
Africa,0.9677153240481242,608
Southern Africa,0.9652131650722896,28
Zambia,0.9490757445479947,30
Nigeria,0.9456475223214941,51
Mozambique,0.9343098683287289,38
Tanzania,0.928050666178463,72
central Africa,0.926471496173408,27
South Africa,0.922804905486453,167
Burkina Faso,0.9215272333655223,27
climate shocks,0.9161278661556478,13
Uganda,0.9155641132037129,40
southern Africa,0.9116852151463244,62
African cities,0.9103436492133796,27
indigenous knowledge,0.9067808022171376,11
Central Africa,0.9036087966403095,10
East Africa,0.8621090166247253,32
North Africa,0.859308701475287,12
UNESCO,0.8588400125469721,9
Malawi,0.8569194440138393,35
Cameroon,0.8279957558535698,7
West Africa,0.8135711911226844,51
Regional Environmental Change,0.8111489012509633,22
Senegal,0.8052784870732445,14
Mali,0.7974247301538887,13
Ghana,0.7881531653265966,62
inland fisheries,0.7800142827005736,13
Arid Environments,0.7795266295626189,7
Madagascar,0.7789213402852362,11
climate information,0.7611502387498142,10
climate governance,0.7610381915040426,6
Kenya,0.7606873822640499,88
Smallholder farmers,0.7601825237951115,7
afforestation,0.7582037928808891,8
environmental research,0.754430007838627,6
Drought,0.7440190498915249,9
Indigenous Knowledge,0.7413035620006674,10
Climate Variability,0.7344032827297153,8
local extinction,0.7295569474683984,5
Climate variability,0.7277432265203306,14
marine fisheries,0.7256852339993041,9
staple crops,0.725685233999304,5
Niger,0.725685233999304,5
UNDP,0.7191753490482998,9
Ethiopia,0.7173538562141437,47
Green Climate Fund,0.7105099875993804,9
precipitation extremes,0.7081251392764734,6
Climate Risk Management,0.7016882171231199,18
rural households,0.693683449692949,7
World Development,0.6917105478280405,12
Ecological Economics,0.6917105478280404,5
pastoralists,0.6884675005509528,9
Sahel,0.6736534382814579,15
human settlements,0.667385365147041,11
global warming levels,0.6594263840343878,7
Children,0.6521403354891334,9
Cape Town,0.6482634863173538,16
ustainability,0.6422078451910447,6
interannual variability,0.6289968765798926,5
Local Knowledge,0.6266763802475817,5
global warming,0.6259528683412741,88
Climate Change Strategies,0.6238272741621835,5
cholera,0.6155809627331285,6
rainwater harvesting,0.6150430273807128,7
groundwater recharge,0.6150430273807128,7
Global Environmental Change,0.612670887939794,25
smallholder farmers,0.6112121996202291,22
rainfall,0.6086156645390409,24
climate variability,0.6052851089702659,39
crops,0.6017270424935133,5
