keyword,tfidf,count
human vulnerability,1.0,37
livelihood shifts,1.0,15
adaptive capacities,1.0,14
NELD,1.0,13
Livelihoods,1.0,12
ethnicity,1.0,12
livelihood impacts,1.0,12
forced migration,1.0,11
livelihood resources,1.0,11
human capital,1.0,11
social tipping points,1.0,10
livelihood security,1.0,10
marginalisation,1.0,10
Indigenous People,1.0,9
social groups,1.0,9
poor,1.0,9
state fragility,1.0,9
regional clusters,1.0,9
Climatic change,1.0,9
multidimensional poverty,1.0,8
livelihood assets,1.0,8
institutional support,1.0,8
WorldRiskIndex,1.0,8
Cyclone Aila,1.0,8
vulnerable countries,1.0,7
future risks,1.0,7
systemic vulnerability,1.0,7
hazard event,1.0,7
traditional communities,1.0,7
individual vulnerability,1.0,7
poverty traps,1.0,6
basic services,1.0,6
gender inequalities,1.0,6
livelihood strategies,1.0,6
Inequality,1.0,6
climate change hazards,1.0,6
chronic poverty,1.0,6
climate change responses,1.0,6
structural vulnerability,1.0,6
vulnerability reduction,1.0,6
human rights,1.0,6
INFORM,1.0,6
non-economic losses,1.0,6
Bhutan,1.0,6
ecological thresholds,1.0,6
energy security,1.0,6
Nature Climate Change,1.0,6
geoforum,1.0,6
vulnerable regions,1.0,5
Social tipping points,1.0,5
Melanesia,1.0,5
livelihood options,1.0,5
climate events,1.0,5
class,1.0,5
livelihood activities,1.0,5
gender inequality,1.0,5
Gargey Village,1.0,5
poverty alleviation,1.0,5
structural inequalities,1.0,5
social norms,1.0,5
emotional distress,1.0,5
poor countries,1.0,5
basic infrastructure services,1.0,5
vulnerability assessments,1.0,5
coping capacity,1.0,5
CRED,1.0,5
farming,1.0,5
future vulnerability,1.0,5
extreme droughts,1.0,5
biofuels,1.0,5
Indigenous territories,1.0,5
natural capital,1.0,5
physical capital,1.0,5
land use sector,1.0,5
Nature climate change,1.0,5
Disaster Risk Science,1.0,5
UNDRR,1.0,5
Environmental Sustainability,0.9019069411935433,14
adaptation gap,0.8528190113354724,8
urban poor,0.8275904530325179,13
intersectionality,0.8193067291375119,7
extreme poverty,0.8110466151068575,10
Poverty,0.8102488864318622,20
poverty reduction,0.8038937411696907,12
inequality,0.803133663161898,33
livelihood resilience,0.7974053282520329,6
social capital,0.7919989324013095,17
Climate Change Strategies,0.7815622380920024,6
storms,0.7645468517947545,6
Cape Town,0.7614160835625093,18
poverty,0.7437698738048288,87
Global Environmental Change,0.7419987901842925,29
livelihoods,0.7409439721346589,17
smallholders,0.7403008865593969,6
vulnerable communities,0.7380855952636683,10
climate vulnerability,0.7273097146566604,6
polycentric governance,0.7231700204354906,5
ts,0.7231700204354905,7
climate hazards,0.7227136682598688,57
World Development,0.7221748528046598,12
Ecological Economics,0.7221748528046598,5
bioenergy,0.7148605990150627,7
social networks,0.6925111490260198,9
typhoons,0.6877788737086823,5
UNISDR,0.6877788737086823,5
agricultural productivity,0.6877788737086822,7
incentives,0.6761203852398879,5
societal impacts,0.6755271072970069,7
Global Warming,0.6650215929252604,15
environmental research,0.6563805018985628,5
development,0.6518837830292354,8
coastal zones,0.6490323368173905,5
Disaster Risk Reduction,0.6443841251905353,25
Hurricane Katrina,0.6393934383737893,5
climatic hazards,0.6238976498441837,8
adaptation limits,0.6224159579937285,10
disasters,0.6095670119121658,7
climate change impacts,0.6040888885952189,29
risk reduction,0.6024922751883874,10
elderly,0.6004810498938952,11
