keyword,tfidf,count
climate projections,1.0,12
LK,1.0,10
societal goals,1.0,9
Working Groups,1.0,7
IPCC AR5,1.0,7
risk framing,1.0,7
incremental adaptation,1.0,7
distributive justice,1.0,6
social progress,1.0,6
human societies,1.0,6
expert judgement,1.0,6
cultures,1.0,5
procedural justice,1.0,5
WGII AR6,1.0,5
scientific literature,1.0,5
storylines,1.0,5
adaptation action,1.0,5
adaptation research,1.0,5
University,1.0,5
AR6,0.9755725023639141,24
iterative risk management,0.9014990738897557,9
risk assessment,0.8509564275540278,7
Intergovernmental Panel of Climate Change,0.8494559404993246,6
ethics,0.8229078158164312,8
Oxford University Press,0.807329360568097,5
transformational adaptation,0.8071627738789355,33
ecological systems,0.7915482547234902,6
IK,0.7887709706304651,12
UNFCCC,0.7567922208374002,29
attribution,0.7534421928900344,10
solution space,0.7400030185891397,7
adaptive actions,0.7335698582385944,5
IPCC,0.706244062334369,68
equity,0.7019864871853694,7
climate justice,0.6850203242399463,22
politics,0.6770316485088216,5
justice,0.6584999683203729,11
Sixth Assessment Report,0.6455966719660419,12
natural systems,0.6415416835975629,11
Resilience,0.6410873937664185,12
GWL,0.6178933707853009,5
climate change risks,0.6133398620805321,9
