keyword,tfidf,count
Honduras,1.0,36
Uruguay,1.0,27
Costa Rica,1.0,25
Bolivia,1.0,25
Lima,1.0,22
ECLAC,1.0,21
cambio climático,1.0,19
Paraguay,1.0,17
América Latina,1.0,17
El Salvador,1.0,16
Venezuela,1.0,15
Caribe,1.0,14
World Meteorological Organization,1.0,13
Guyana,1.0,12
Patagonia,1.0,12
Buenos Aires,1.0,11
Americas,1.0,11
CSA countries,1.0,10
hot extremes,1.0,10
cambio,1.0,10
Cambio Climático,1.0,10
coastal areas,1.0,9
cold extremes,1.0,9
Santiago,1.0,9
cepal,1.0,9
CEPAL,1.0,9
epidemics,1.0,8
Atlantic Forest,1.0,8
CSA region,1.0,8
Panama,1.0,8
Amazon basin,1.0,8
Amazon region,1.0,8
Rio de Janeiro,1.0,8
Quito,1.0,8
acional,1.0,8
Amazonian Dark Earths,1.0,8
dry season,1.0,7
respiratory diseases,1.0,7
WMO,1.0,7
Mudanças Climáticas,1.0,7
Prefeitura,1.0,7
mining,1.0,6
cultural values,1.0,6
cooperatives,1.0,6
políticas,1.0,6
Perú,1.0,6
Cambio climático,1.0,6
Indicadores,1.0,6
Meio Ambiente,1.0,6
Fundo,1.0,6
worldbank,1.0,6
water provision,1.0,5
vulnerability maps,1.0,5
public service systems,1.0,5
Mesoamerica,1.0,5
coffee,1.0,5
rainy season,1.0,5
ENSO events,1.0,5
zoonotic diseases,1.0,5
soil fertility,1.0,5
glacier shrinkage,1.0,5
central Andes,1.0,5
Water scarcity,1.0,5
Suriname,1.0,5
marine resources,1.0,5
public policies,1.0,5
Agroforestry systems,1.0,5
urban vulnerability,1.0,5
financing,1.0,5
Urban planning,1.0,5
Latin American cities,1.0,5
CVC,1.0,5
desastres,1.0,5
Springer Netherlands,1.0,5
inundaciones,1.0,5
População,1.0,5
Medio Ambiente,1.0,5
Amazonian dark earths,1.0,5
Município,1.0,5
Argentina,0.9956421508667651,66
Guatemala,0.9956421508667651,66
Ecuador,0.9951163856218672,69
Chile,0.9931324986013,206
Colombia,0.9862785377796429,89
Brazil,0.9861280320180067,229
Andes,0.9817896161120486,24
Nicaragua,0.9786009461710524,21
tropical Andes,0.9746005077479156,19
Peru,0.9720089061717613,106
Latin America,0.9602543984923125,96
medium evidence,0.9479672779983814,13
Amazonia,0.9341552562379657,16
CSA,0.9249822596585826,24
Peruvian Andes,0.9163015562945008,17
landslides,0.8765190759625854,30
Central America,0.8681362740233938,28
South America,0.8548617526492683,97
Brazilian Amazon,0.8472157644809687,17
land tenure,0.8457860374016074,7
dengue,0.8148883858886827,13
World Health Organization,0.7988888297772647,17
Belize,0.7714021427990637,10
glacier retreat,0.7393978101041663,7
glaciers,0.7327186339707686,7
Climate Services,0.7317756924766475,14
race,0.723998590381167,5
informality,0.7239985903811669,7
epidemiology,0.7161726291835172,5
Intergovernmental Panel,0.7128411329186582,5
social inequalities,0.7051420502444798,6
Amazon,0.6953847395458392,32
Amazon rainforest,0.6904033996722359,10
land use changes,0.6678281222311723,5
rainfall patterns,0.6678281222311723,5
vulnerabilities,0.659473972328666,5
Urban Climate Change Research Network,0.6583537288033942,5
biodiversity loss,0.6568916219695531,8
health sector,0.6541513043722346,16
land use change,0.6391315548372035,11
storm surges,0.6381937246364123,13
FAO,0.6288676183193715,5
Springer International Publishing,0.6085583582289418,29
Italy,0.6027700931551042,7
rural livelihoods,0.6024993146024775,6
