keyword,tfidf,count
SEU,1.0,31
European countries,1.0,26
EU,1.0,23
Luxembourg,1.0,22
NEU,1.0,18
Austria,1.0,16
EEU,1.0,15
European regions,1.0,14
European Commission,1.0,14
Knowledge Gaps,1.0,12
WCE,1.0,11
Venice,1.0,11
Portugal,1.0,11
SSP1,1.0,8
European Comission,1.0,7
Bank of England,1.0,7
Projected Risks,1.0,7
Russian Federation,1.0,6
European waters,1.0,6
SSP5,1.0,6
European ecosystems,1.0,6
Eurostat,1.0,6
SSP3,1.0,6
European Parliament,1.0,6
socioeconomic developments,1.0,5
groundwater depletion,1.0,5
flood management,1.0,5
European,1.0,5
Russian Arctic,1.0,5
MPAs,1.0,5
European Russia,1.0,5
key infrastructures,1.0,5
Czech Republic,1.0,5
reindeer herding,1.0,5
London,1.0,5
European Economic and Social Committee,1.0,5
European cities,0.9734765617674004,21
Europe,0.9667745210603343,381
European Union,0.9667435379927345,36
Southern Europe,0.9665298270251164,16
Sweden,0.9385619675458601,16
Central Europe,0.9250745271132494,13
pluvial flooding,0.9123732963766202,11
Observed Impacts,0.8914497919567275,9
Norway,0.8782102022320701,7
adaptation actions,0.8621920246351437,7
compound events,0.8467688563454795,6
adaptation pathways,0.8446373568939735,9
Adaptation Options,0.8275621796458947,14
overheating risk,0.8248205454330951,6
Italy,0.7979149170167125,8
Germany,0.7949051398963024,19
Netherlands,0.7902090016087934,21
GWL,0.7862619044183551,7
European Alps,0.7801607103484711,5
river flooding,0.780160710348471,6
Local Knowledge,0.7792796124882188,5
France,0.776524912038293,15
green spaces,0.772293295476121,5
UK,0.7684074346540536,30
cultural heritage,0.7092050289976548,12
Spain,0.6874586934611662,13
North Sea,0.6748629615983277,9
solution space,0.672603547774587,7
autonomous adaptation,0.6526208344657518,5
flood risk management,0.6463311350803961,7
heat extremes,0.6415852266496826,5
air conditioning,0.6211237261155989,9
England,0.6204658627756249,6
monitoring,0.6088838581973138,6
regulations,0.6006727586272268,5
