keyword,tfidf,count
National Climate Assessment,1.0,30
Global Change Research Program,1.0,29
Tribal Environmental Professionals,1.0,16
Northern Arizona University,1.0,16
Flagstaff,1.0,15
Tribes,1.0,14
Texas,1.0,12
wildfire smoke,1.0,11
Gulf of Mexico,1.0,10
AZ,1.0,10
misinformation,1.0,9
Climate Change Report,1.0,9
nutritional security,1.0,8
Bering Sea,1.0,8
North American Arctic,1.0,8
Bureau of Reclamation,1.0,8
Canadian Arctic,1.0,8
US cities,1.0,8
Mexico City,1.0,8
EPA,1.0,8
US,1.0,7
labour productivity,1.0,7
colonialism,1.0,6
sea ice,1.0,6
storm surge,1.0,6
southeast USA,1.0,6
costs,1.0,6
transportation infrastructure,1.0,6
quality of life,1.0,6
crime,1.0,6
western United States,1.0,6
CRC Press,1.0,6
socioeconomic conditions,1.0,5
wildfire activity,1.0,5
aridification,1.0,5
erosion,1.0,5
scientific consensus,1.0,5
Yucatan,1.0,5
climate refugia,1.0,5
southwest USA,1.0,5
protected species,1.0,5
extreme weather,1.0,5
British Columbia,1.0,5
Pacific Northwest,1.0,5
urban heat island effects,1.0,5
West Nile virus,1.0,5
snowmobiling,1.0,5
Ontario,1.0,5
Alberta,1.0,5
violent crime,1.0,5
indigenous peoples,1.0,5
United Nations General Assembly,1.0,5
Canada,0.9807420545681583,261
Mexico,0.9783242249196694,148
North America,0.9668108796261459,225
United States,0.9440761667195459,85
Sea level rise,0.924418742160627,10
USA,0.9155929651187413,103
Florida,0.8615056566240077,7
western USA,0.8415855573679953,13
western,0.8383252860858841,9
Alaska,0.8171354363566565,28
hurricanes,0.7776040508871122,15
interannual variability,0.77740782685328,5
California,0.7721009893400907,12
shipping,0.7713271307857532,5
Arctic,0.7364419078002907,22
fisheries management,0.7234436789147701,8
Indigenous Peoples,0.7074739174767666,86
projected climate change,0.6798237481096304,5
Water Policy,0.6715111334790299,6
Hurricane Sandy,0.6631559405283766,6
