keyword,count
aviation,71
GHG emissions,70
transport sector,67
biofuels,65
China,59
shipping,59
CO2 emissions,46
electric vehicles,43
ammonia,40
Europe,32
EVs,30
International Energy Agency,29
land transport,27
synthetic fuels,26
hydrogen,26
developing countries,24
land use,24
BEVs,23
alternative fuels,23
climate change,23
IEA,23
transport emissions,22
electrification,21
India,20
Biofuels,20
LDVs,20
travel demand,19
ICEVs,19
partial models,19
Paris Agreement,18
fuel efficiency,18
ICAO,17
Hydrogen Energy,17
Ammonia,16
Africa,16
passenger transport,16
natural gas,16
fossil fuels,16
electromobility,14
costs,14
mitigation options,14
UK,14
charging infrastructure,14
electrolysis,14
greenhouse gas emissions,13
emissions reductions,13
international shipping,13
energy efficiency,13
IPCC,13
carbon intensity,13
modelling,13
passenger rail,13
Sustainable Development Solutions Network,13
Brazil,12
Climate Change,12
freight transport,12
mitigation potential,12
direct air capture,12
Sustainable Development,12
SDGs,12
air pollution,12
LNG,12
AR6 database,12
energy density,12
ICEV,12
BEV,12
biodiversity,12
decarbonisation,11
Sustainable Development Goals,11
United States,11
Synthetic fuels,11
International Relations,11
Canada,10
infrastructure,10
Asia,10
International Maritime Organization,10
lifecycle emissions,10
shipping sector,10
trucks,10
steam methane reforming,10
LCC,10
battery electric vehicles,10
freight rail,10
IAMs,10
Sustainability,10
Life Cycle Assessment,10
Greenhouse Gas Emissions,10
Australia,9
Cambridge University Press,9
critical minerals,9
LIBs,9
international aviation,9
rail,9
Japan,9
governance,9
fuel cells,9
constant land cover,9
life cycle assessment,9
lithium,9
HEVs,9
emissions factors,9
FCVs,9
electricity,9
International Council on Clean Transportation,9
Electric Vehicles,9
North America,8
advanced biofuels,8
circular economy,8
Latin America,8
hydrogen production,8
International Civil Aviation Organization,8
climate change mitigation,8
Transport,8
autonomous vehicles,8
freight,8
emissions,8
public transit,8
energy carriers,8
biofuel,8
carbon capture,8
batteries,8
hydrogen refuelling stations,8
PHEV,8
2050,8
Shipping,8
Energy Transitions Commission,8
Fuel efficiency,8
Intergovernmental Panel on Climate Change,7
online shopping,7
Electromobility,7
medium confidence,7
Middle East,7
carbon emissions,7
IMO,7
vehicles,7
Germany,7
vehicle efficiency,7
fuel consumption,7
ships,7
electrolytic hydrogen,7
natural regrowth,7
cycle life,7
fuel cell vehicles,7
methanol,7
FCV,7
PHEVs,7
LCA,7
passenger vehicles,7
Aviation,7
sustainability,7
CORSIA,7
France,7
AR6 scenario database,7
ITF,7
Life cycle assessment,7
Electric vehicles,7
Line of sight,7
Indonesia,6
shared economy,6
digitalisation,6
marine fuels,6
packaging,6
United Nations,6
transport infrastructure,6
road transport,6
economic growth,6
urban form,6
transit,6
active transport,6
shared mobility,6
car use,6
HSR,6
CNG,6
air transport,6
cobalt,6
s,6
hydrogen fuel cells,6
road freight,6
diesel,6
payload,6
EU,6
Arctic,6
IAM,6
water use,6
Development,6
mitigating,6
Belgium,6
Electric efficiency,6
Clean Air Zones,6
Hydrogen FCV,6
United States of America,5
Sixth Assessment Report,5
transport modes,5
GHG,5
bioenergy,5
vehicle manufacturers,5
recyclability,5
sustainable development,5
transport,5
global transport emissions,5
vehicle size,5
Transport Sector,5
AR5,5
aviation sector,5
transport sectors,5
smart mobility,5
walking,5
mitigation option,5
air travel,5
transport demand,5
ICT,5
sustainable aviation fuels,5
CCS,5
biomass,5
automotive applications,5
regulation,5
hydrogen fuel cell vehicles,5
refuelling stations,5
renewable energy,5
tailpipe emissions,5
discount rate,5
International Union of Railways,5
wind electricity,5
US Energy Information Administration,5
water vapour,5
feedstocks,5
HSR services,5
freight demand,5
global transport models,5
GTEMs,5
interquartile ranges,5
mode shift,5
Switzerland,5
cities,5
Land Use,5
National Renewable Energy Laboratory,5
air pollutants,5
demand management measures,5
United Kingdom,4
telecommuting,4
transport services,4
micromobility,4
transit systems,4
Advanced biofuels,4
renewables,4
temperature goals,4
energy demand,4
standardisation,4
battery modules,4
Energy efficiency,4
urban transport,4
dematerialisation,4
transport system,4
Shared mobility,4
safety,4
price,4
income elasticity,4
price elasticity,4
Sweden,4
consumer preferences,4
recycling,4
efficiency,4
big data,4
Autonomous vehicles,4
drones,4
LDV,4
technology readiness level,4
US,4
internal combustion engines,4
climate mitigation,4
Integrated Assessment Models,4
regenerative braking,4
power density,4
conventional vehicles,4
battery electric trucks,4
battery costs,4
fuel cell stacks,4
electricity grid,4
jet fuel,4
refuelling infrastructure,4
range anxiety,4
smart charging strategies,4
Denmark,4
2020,4
occupancy rate,4
source data,4
WGI,4
integrated assessment models,4
carbon footprint,4
renewable electricity,4
production emissions,4
CLC,4
parametric analysis,4
vehicle purchase price,4
energy consumption,4
passenger cars,4
IRENA 2020,4
efficiencies,4
soot,4
nitrogen oxides,4
European Union,4
conventional fuels,4
NOx,4
taxes,4
SLCF,4
human health,4
incentives,4
SEEMP,4
Italy,4
developed countries,4
climate scenarios,4
freight sector,4
urban development,4
critical materials,4
Uganda,4
World Health Organization,4
shipping emissions,4
Critical Minerals,4
institutional capacity,4
Shared Mobility,4
arbonization,4
Argonne National Laboratory,4
Palgrave Macmillan,4
Climate,4
Working Group I,4
Bioprod,4
Biorefining,4
Maritime Transport,4
2030,4
Luxembourg,4
Hydrogen Council,4
IRENA,4
United Nations Environment Programme,4
Kenya,4
SLoCaT,4
deep mitigation pathways,4
Clean Air Zone Framework,4
Demand reduction,4
teleworking,3
internal combustion engine vehicles,3
marine fuel,3
production costs,3
limited overshoot,3
Developed Countries,3
power infrastructure,3
shipping fuels,3
resource availability,3
mobility as a service,3
2030 Agenda,3
poverty,3
cycling,3
Indirect emissions,3
rail systems,3
vehicle manufacturing,3
fuel production,3
infrastructure construction,3
particulate matter,3
black carbon,3
freight vehicles,3
railway infrastructure,3
urban sprawl,3
active transport modes,3
change,3
public transit systems,3
smart technologies,3
private cars,3
autonomous cars,3
Urban Form,3
urban fabrics,3
population,3
congestion,3
energy use,3
fuel prices,3
income,3
demand,3
air travel demand,3
price elasticities,3
electric vehicle,3
taxis,3
internet of things,3
Blockchain,3
transport planning,3
urban regeneration,3
accessibility,3
vehicle technologies,3
ICE vehicles,3
compression ratio,3
compressed natural gas,3
diesel vehicles,3
biofuel conversion technologies,3
energy transition,3
carbon pricing,3
industry,3
compressed gas,3
albedo,3
conversion efficiencies,3
EMF33,3
energy storage,3
UNEP,3
LIB,3
methanol fuel cells,3
cost reductions,3
cost,3
fuel cell powertrains,3
platinum,3
Hydrogen,3
heavy fuel oil,3
HFCV,3
HFCVs,3
charging stations,3
smart charging,3
GWP,3
energy sources,3
local air pollutants,3
investments,3
lifecycle costs,3
fuel costs,3
Lightweighting,3
buses,3
IEA 2019e,3
maintenance,3
oil sands,3
synthetic diesel,3
