keyword,count
AR5,148
TCR,111
ECS,110
ERF,95
radiative forcing,92
uncertainty,86
Climate Dynamics,70
climate sensitivity,64
CMIP6,57
medium confidence,55
climate models,53
CMIP5,52
aerosols,51
ESMs,50
radiative feedbacks,49
polar amplification,46
global warming,45
GSAT,43
CMIP6 models,41
climate change,38
surface warming,37
methane,34
feedbacks,34
feedback parameter,32
clouds,31
total aerosol ERF,31
United Kingdom,30
global surface temperature,30
climate feedbacks,29
ERFaci,29
National Academy of Sciences,29
equilibrium climate sensitivity,28
CO2 forcing,28
cloud feedbacks,28
CMIP5 models,28
ocean heat uptake,27
central estimate,26
modelling,26
Climate Sensitivity,25
ozone,25
SARF,25
feedback,24
MPWP,24
LGM,24
Earth Systems,24
GSAT change,23
satellite observations,22
net feedback parameter,22
data sources,22
internal variability,22
greenhouse gases,21
water vapour,21
surface temperature,21
ice sheets,21
IRFaci,21
climate response,20
climate system,20
global energy inventory,20
emergent constraints,20
observations,20
emissions metrics,19
emulators,19
forcing,19
tropospheric adjustments,18
surface albedo,18
IRFari,18
cloud feedback,17
forcing agents,17
uncertainties,17
China,16
Last Glacial Maximum,16
Intergovernmental Panel on Climate Change,15
Cambridge University Press,15
transient climate response,15
Radiative Forcing,15
aerosol ERF,15
uncertainty range,15
process understanding,15
surface solar radiation,15
LWP,15
Southern Ocean,15
Geoscientific Model Development,15
Earth System Dynamics,15
sea level rise,14
effective radiative forcing,14
carbon dioxide,14
nitrous oxide,14
temperature response,14
Arctic,14
TOA,14
effective ECS,14
ERFs,14
Climate Feedbacks,13
Working Group I,13
radiative response,13
high confidence,13
instrumental record,13
E,13
aerosol effects,13
pattern effect,13
ERFari,13
ESM simulations,13
temperature,12
GWP,12
CO2 emissions,12
Europe,12
anthropogenic aerosols,12
halogenated compounds,12
aerosol forcing,12
AR6,12
global energy budget,11
solar radiation,11
vegetation,11
radiative efficiencies,11
spatial pattern,11
GHG emissions,11
Planck response,11
lapse rate,11
confidence,11
Arctic amplification,11
Uncertainty,11
Global Warming,11
carbon cycle,10
stratospheric water vapour,10
carbon cycle response,10
CGTP,10
energy budget,10
cloud fraction,10
IPCC,10
Physical Science Basis,10
Assessment Report,10
B,10
American Meteorological Society,10
United States of America,9
global surface air temperature,9
GTP,9
radiative fluxes,9
climate model,9
tropospheric adjustment,9
CO2 concentrations,9
BC,9
ice clouds,9
volcanic eruptions,9
MAGICC7,9
high latitudes,9
net climate feedback,9
greenhouse gas forcing,9
Pliocene,9
boron isotopes,9
Climate Change,9
surface temperature response,8
aerosol,8
Earth system models,8
global surface temperature change,8
transient warming,8
internal climate variability,8
Forcing,8
CO2 concentration,8
TCRE,8
CERES,8
Northern Hemisphere,8
Arctic sea ice,8
GHGs,8
radiative effects,8
GCMs,8
black carbon,8
aerosol cooling,8
SST,8
climate,8
standard deviation,8
Equilibrium Climate Sensitivity,8
Royal Society,8
biogeochemical feedbacks,7
thermal radiation,7
low confidence,7
climate model simulations,7
Climate Response,7
TOA energy budget,7
climate state,7
sea surface temperature,7
ocean heat content,7
confidence range,7
polar regions,7
interannual variability,7
radiative flux,7
IRF,7
WMGHGs,7
1750,7
methane emissions,7
energy budget constraints,7
global climate models,7
GCM,7
cloud albedo,7
relative humidity,7
cirrus clouds,7
cloud regimes,7
ice cores,7
climate feedback,7
paleoclimate proxies,7
radiative feedback,7
paleoclimate record,7
Polar amplification,7
Early Eocene,7
pattern effects,7
time horizon,7
Remote Sensing,7
radiative forcings,6
contrails,6
paleoclimates,6
cumulative CO2 equivalent emissions,6
CO2 equivalent emissions,6
aerosol radiative forcing,6
Emissions metrics,6
aerosol optical depth,6
OHC change,6
Southern Hemisphere,6
ER,6
MODIS,6
LWP adjustment,6
cloud properties,6
convective clouds,6
CMIP,6
historical warming,6
climate variability,6
greenhouse warming,6
TOA radiation,6
net cloud feedback,6
Arctic cloud feedback,6
2,6
non-CO2 biogeochemical feedbacks,6
CO2,6
shortwave cloud feedbacks,6
