keyword,tfidf,count
patents,1.0,24
innovation outcomes,1.0,15
distributional outcomes,1.0,14
knowledge spillovers,1.0,11
Intellectual Property Rights,1.0,11
innovation systems,1.0,10
energy technologies,1.0,10
innovation system,1.0,9
digital technologies,1.0,9
innovation policy,1.0,9
diffusion,1.0,9
international technology transfer,1.0,9
technology diffusion,1.0,8
Mission Innovation,1.0,8
learning rates,1.0,8
auctions,1.0,7
renewable portfolio standards,1.0,7
intellectual property rights,1.0,7
national innovation systems,1.0,7
spillovers,1.0,7
cost reduction,1.0,7
Competitiveness,1.0,7
Edward Elgar Publishing,1.0,7
emissions trading schemes,1.0,6
Small Island Developing States,1.0,6
innovation cooperation,1.0,6
refrigerators,1.0,6
commercialisation,1.0,6
learning,1.0,6
energy innovation,1.0,6
clean technologies,1.0,6
FDI,1.0,6
technological innovation systems,1.0,6
DARPA,1.0,6
green jobs,1.0,6
IPR,1.0,6
air conditioners,1.0,5
IPR regime,1.0,5
Technological change,1.0,5
technology cooperation,1.0,5
Technological Change,1.0,5
BEE,1.0,5
environmental performance,1.0,5
International Technology Transfer,1.0,5
Cooperation,1.0,5
National Bureau of Economic Research,1.0,5
Digitalization,1.0,5
Environmental Policy,1.0,5
Economic Growth,1.0,5
technology transfer,0.9832820049844602,27
innovation,0.9822451371093263,167
technological innovation,0.9810813167945758,33
competitiveness,0.9799812685843782,32
Innovation,0.9654678843324526,27
technological change,0.9401406021035127,38
renewable energy technologies,0.8978544640087006,13
public procurement,0.8788174807930331,9
distributional impacts,0.864863143967333,8
cost reductions,0.835427601831427,10
industrialised countries,0.8308170518555971,11
industrial sectors,0.8199690876769807,7
technology development,0.8101079631130033,14
Developing Countries,0.7990565676865108,8
regulation,0.7881122799157142,10
medium agreement,0.7601267717892563,14
Digitalisation,0.739343642907284,5
productivity,0.6326856506378787,6
medium evidence,0.6096510796701318,5
standards,0.6088008548507954,6
