keyword,tfidf,count
development pathways,1.0,29
accelerated mitigation,1.0,21
accelerated mitigation pathways,1.0,17
just transition,1.0,12
mitigative capacity,1.0,12
Climate Action Tracker,1.0,9
Colombia,1.0,9
United Nations Framework Convention on Climate Change,1.0,8
projected emissions,1.0,7
society,1.0,7
social contract,1.0,7
shifting development pathways,1.0,7
economy,1.0,7
SDPS,1.0,7
median gap,1.0,7
carbon constraint,1.0,7
carbon taxation,1.0,7
Stockholm Environment Institute,1.0,7
implementation gap,1.0,6
job creation,1.0,6
national studies,1.0,6
international cooperative initiatives,1.0,6
ICIs,1.0,6
labour taxes,1.0,6
recovery packages,1.0,5
incremental change,1.0,5
spatial patterns,1.0,5
institutions,1.0,5
development,1.0,5
national mitigation pathways,1.0,5
official communications,1.0,5
emissions pathways,1.0,5
Kyoto GHGs,1.0,5
Mitigation Action Plans,1.0,5
Turkey,1.0,5
policy design,1.0,5
Employment,1.0,5
Development Pathways,1.0,5
public policies,1.0,5
adaptation actions,1.0,5
coastal ecosystems,1.0,5
global greenhouse gas emission pathways,1.0,5
Scottish Government,1.0,5
carbon neutrality,0.8377318402644183,14
2050,0.8211523196114097,20
Japan,0.797479472436034,25
renewable electricity,0.7938699582468983,6
Nepal,0.7748552724663893,6
Mitigation,0.7638970910351329,14
emission reductions,0.7597927347782363,7
behavioural change,0.7594580592747356,8
NDCs,0.7519470682389299,47
South Africa,0.7419104166474791,52
Nigeria,0.704722415493815,5
mitigation,0.6980094608100121,52
SDG,0.6799222919555465,6
GHG,0.6754800857320093,11
Canada,0.6613923570925108,24
2030,0.6606970364812336,11
United Kingdom,0.6606348490500977,31
education,0.657613440038331,12
UNEP,0.6567571735882662,27
structural change,0.6487908057003244,5
employment,0.6446939906773311,16
Brazil,0.6429365680347081,49
sustainable development goals,0.627043688773794,12
emissions gap,0.6087623165688804,6
