keyword,tfidf,count
CDR methods,1.0,43
enhanced weathering,1.0,37
adverse side effects,1.0,22
land occupation,1.0,15
spillover effects,1.0,15
ocean acidification,1.0,13
food system,1.0,12
alkalinity,1.0,12
insects,1.0,12
knowledge gaps,1.0,10
sectoral analysis,1.0,10
Appetite,1.0,10
cultured meat,1.0,9
bioeconomy,1.0,9
Technical potential,1.0,9
food products,1.0,9
Food Systems,1.0,9
Direct Air Capture,1.0,9
negative emissions technologies,1.0,9
green paradox,1.0,8
Nutrition,1.0,8
direct air carbon capture,1.0,7
ocean fertilisation,1.0,7
Carbon leakage,1.0,7
Land Degradation Neutrality,1.0,7
obesity,1.0,7
cellular agriculture,1.0,7
sustainable food systems,1.0,7
Biorefining,1.0,7
ocean alkalinity enhancement,1.0,6
sectoral chapters,1.0,6
potentials,1.0,6
Mitigation costs,1.0,6
global economy,1.0,6
SCS,1.0,6
marine ecosystems,1.0,6
iron,1.0,6
WHO,1.0,6
food supply chain,1.0,6
GHG intensities,1.0,6
land resources,1.0,6
nutrition security,1.0,6
organic agriculture,1.0,6
Negative Emissions Technologies,1.0,6
MRV,1.0,5
food,1.0,5
distribution,1.0,5
Enhanced weathering,1.0,5
emissions reduction potentials,1.0,5
emissions reduction potential,1.0,5
carbon cycle,1.0,5
DAC,1.0,5
CDR method,1.0,5
Enhanced Weathering,1.0,5
fisheries,1.0,5
eutrophication,1.0,5
artificial upwelling,1.0,5
seawater,1.0,5
OAE,1.0,5
olivine,1.0,5
ocean alkalinity,1.0,5
soil amendment,1.0,5
biogas,1.0,5
food system emissions,1.0,5
Food systems,1.0,5
UNICEF,1.0,5
Packaging,1.0,5
nutritional quality,1.0,5
food processing,1.0,5
planetary boundaries,1.0,5
World Food Security,1.0,5
energy crops,1.0,5
bioenergy crops,1.0,5
Land occupation,1.0,5
Russia,1.0,5
Land use competition,1.0,5
Nutrients,1.0,5
negative emission technologies,1.0,5
food systems,0.9907020514623636,43
biomass production,0.9613629923098957,20
DACCS,0.9542219784867357,53
mitigation potentials,0.8677693775238812,10
Food Security,0.8131242531895773,12
biochar,0.8128259285879715,50
food waste,0.8119718374453817,26
Bioprod,0.8110253854920749,7
food insecurity,0.7993520031865211,10
negative emissions,0.7857357332015051,15
land use change,0.7826181897249055,6
nutrition,0.7783314127793419,8
CDR,0.7724158280910541,53
sustainable land management,0.7625271684767944,9
food production,0.7559850571432788,14
packaging,0.7410933615387676,9
civil society,0.740893932400784,6
IAMs,0.737090126420245,32
agricultural production,0.7233750290337979,5
natural ecosystems,0.7233750290337978,6
soil organic matter,0.7233750290337978,6
GHG mitigation,0.7233750290337978,6
Circular economy,0.7207211968705666,6
Public Health,0.7185764784292621,8
CDR deployment,0.6814982533521142,6
carbon dioxide removal,0.6798312371840136,11
greenhouse gas fluxes,0.6681462720076209,6
carbon sequestration,0.6653024188909692,18
risk,0.662167169754234,6
coastal wetland restoration,0.6576787355038838,5
life cycle assessment,0.6558869059913767,9
mitigation measures,0.6494902714036113,14
forestry,0.6476556312297215,22
food security,0.6298288223020633,40
conservation,0.6178431350588467,6
BECCS,0.6087685431919153,46
international trade,0.6065877923774678,13
biomass,0.6015526189990895,28
