keyword,tfidf,count
green bonds,1.0,40
financial institutions,1.0,30
capital markets,1.0,27
transition risk,1.0,23
climate risk,1.0,19
insurance,1.0,19
private finance,1.0,19
financial sector,1.0,17
transaction costs,1.0,16
institutional investors,1.0,16
OECD Publishing,1.0,16
guarantees,1.0,15
financial system,1.0,14
climate financing,1.0,14
bonds,1.0,14
financial assets,1.0,14
GIZ,1.0,14
Finance,1.0,13
financial flows,1.0,13
banks,1.0,13
Just Transition,1.0,13
International Monetary Fund,1.0,13
United Nations Framework Convention on,1.0,12
Investment,1.0,11
financial markets,1.0,11
debt sustainability,1.0,10
ESG,1.0,10
financial risk,1.0,10
Green bonds,1.0,10
Climate Bonds Initiative,1.0,10
financial stability,1.0,9
climate investments,1.0,9
Climate finance,1.0,9
private investment,1.0,9
blended finance,1.0,9
Climate Policy Initiative,1.0,9
business models,1.0,9
investment needs,1.0,9
ARC,1.0,9
International Finance Corporation,1.0,9
green bond market,1.0,9
Green Bonds,1.0,9
TCFD,1.0,8
green investments,1.0,8
CPI,1.0,8
local capital markets,1.0,8
climate risk pooling,1.0,8
ODI,1.0,8
climate investment,1.0,7
central banks,1.0,7
transition risks,1.0,7
sustainable finance,1.0,7
climate risk insurance,1.0,7
UN,1.0,7
technical assistance,1.0,7
Global Environment Facility,1.0,7
public finance,1.0,7
private sector,1.0,7
standardisation,1.0,7
African countries,1.0,7
financial supervisors,1.0,7
disclosure,1.0,7
Blended Finance Taskforce,1.0,7
drought,1.0,7
divestment,1.0,7
BIS,1.0,7
Renewable Energy Investment,1.0,7
home bias,1.0,6
investment requirements,1.0,6
regulatory frameworks,1.0,6
financing costs,1.0,6
green bond markets,1.0,6
developing economies,1.0,6
Rainforest Action Network,1.0,6
financing needs,1.0,6
economic costs,1.0,6
economic activities,1.0,6
development finance institutions,1.0,6
systemic risk,1.0,6
gender equality,1.0,6
Bloomberg New Energy Finance,1.0,6
vulnerable countries,1.0,5
national development banks,1.0,5
forest sector,1.0,5
financial instruments,1.0,5
global climate finance,1.0,5
international public climate finance,1.0,5
NGFS,1.0,5
monetary policy,1.0,5
2021,1.0,5
pandemics,1.0,5
credit ratings,1.0,5
ECB,1.0,5
GFCF,1.0,5
bond markets,1.0,5
loans,1.0,5
real estate,1.0,5
rail infrastructure,1.0,5
Oxford Economics,1.0,5
financing gap,1.0,5
Food and Land Use Coalition,1.0,5
fiscal space,1.0,5
physical risk,1.0,5
greenwashing,1.0,5
Mozambique,1.0,5
CCRIF,1.0,5
subnational climate finance,1.0,5
innovative financial products,1.0,5
ICMA,1.0,5
sustainable investments,1.0,5
financial performance,1.0,5
EIB,1.0,5
International Capital Market Association,1.0,5
IFC,1.0,5
Climate Risk Insurance,1.0,5
Microfinance,1.0,5
Multilateral Development Banks,1.0,5
London,1.0,5
Climate Change Adaptation,1.0,5
Institutional Investors,1.0,5
oxfam,1.0,5
Britain,1.0,5
Business Models,1.0,5
Overseas Development Institute,1.0,5
monetary quantities,1.0,5
comparability,1.0,5
IMF,0.9841843561488488,30
climate finance,0.9570497811210567,90
pandemic,0.9316016876179563,19
World Bank Group,0.9251663002136149,12
Climate Finance,0.922271410848911,23
financing,0.9169186763436112,23
investments,0.8954398166975441,12
international climate finance,0.8815428222369067,10
G20,0.8575005111320089,9
OECD,0.8479694878752605,61
investment,0.8402538020805274,43
technology costs,0.8399634749639475,9
carbon markets,0.8309894350978203,8
IRENA,0.8160119257448124,38
opportunity costs,0.7787511146422391,7
World Bank,0.7713121511613754,47
SDG,0.7332841719974027,7
Green Climate Fund,0.730203337462653,14
finance,0.7193203626007458,26
Luxembourg,0.7082622666487014,7
developed countries,0.6945945731949892,26
Disaster Risk Reduction,0.6940011661967771,6
International Renewable Energy Agency,0.6825254368668248,13
developing regions,0.6520179406831011,7
developed economies,0.6520179406831011,5
high confidence,0.6518220579545051,9
resilience,0.6509865298600859,12
climate,0.6489314853967185,8
Development,0.6380125427507659,5
climate risks,0.6262488891866209,5
Transparency,0.6140629534146104,5
Developing Countries,0.6012558537237308,7
