keyword,tfidf,count
WEFN,1.0,12
water resources,1.0,10
Sustainable development,1.0,7
climate actions,1.0,7
SDG 1,1.0,7
psychology,1.0,6
sustainable development pathways,1.0,6
dietary changes,1.0,6
Jordan,1.0,6
SDG 8,1.0,6
transition pathways,1.0,5
macroeconomic models,1.0,5
SDG synergies,1.0,5
smart cities,1.0,5
Stranded assets,1.0,5
sustainability transition,1.0,5
SDG 3,1.0,5
Ethiopia,0.8673687614937422,7
SDGs,0.8617630147664755,102
sustainable development,0.8600249782306232,154
synergies,0.8477987062571588,47
climate risks,0.7796231966742162,5
Disaster Risk Reduction,0.7199738754409867,5
Sustainable Development,0.6909244611968853,29
affordability,0.6672186180817359,6
sustainability,0.6622461270015644,55
water,0.6604088613273573,7
political economy,0.6465502056601431,13
collective action,0.6430389827263302,5
sustainability transitions,0.6373202366881763,9
climate change adaptation,0.6209984834501238,9
Ghana,0.6177496437019765,10
mitigation options,0.6026732053715197,30
