keyword,tfidf,count
confidence interval,1.0,10
global warming potentials,1.0,10
Working Group I,1.0,9
GHG emission metrics,1.0,9
SLCF emissions,1.0,9
GHG emissions growth,1.0,8
GWP,1.0,8
fluorinated gases,1.0,7
fossil fuel combustion,1.0,7
fossil fuel infrastructures,1.0,7
nitrous oxide,1.0,7
Uncertainties,1.0,7
IPCC Sixth Assessment Report,1.0,7
household emissions,1.0,7
CEDS,1.0,6
AR6,1.0,6
Global Carbon Budget 2020,1.0,6
global carbon emissions,1.0,6
global supply chains,1.0,5
anthropogenic GHG emissions,1.0,5
GHG emissions trends,1.0,5
aerosols,1.0,5
territorial emissions,1.0,5
decoupling index,1.0,5
global trade,1.0,5
East Asia,1.0,5
environmental quality,1.0,5
per capita income,1.0,5
rural households,1.0,5
OECD countries,0.9103664774626047,11
GWP100,0.8906755470390191,19
EDGAR,0.8892788590781733,11
Sixth Assessment Report,0.8796971719446556,8
power sector,0.8789276940090496,12
consumption patterns,0.8644991593168615,8
air pollutants,0.8507437650956289,7
energy intensity,0.8417710752094786,8
Carbon Emissions,0.8382490764930273,7
carbon dioxide emissions,0.8328913570320292,7
CO2 Emissions,0.8298498512049634,7
fossil fuel infrastructure,0.8261790584055972,8
carbon emissions,0.8179458653799679,33
uncertainties,0.8168283304823132,15
emissions,0.793913333246609,21
urbanization,0.7718717986867609,8
developing regions,0.7582035379944939,7
developed economies,0.7582035379944939,5
carbon footprint,0.7511261794163754,9
Fifth Assessment Report,0.739343642907284,5
GHGs,0.7349866759100844,12
Luxembourg,0.7059494044488202,6
CO2 emissions,0.7053497912087568,131
Climate Change 2014,0.6750706906648475,5
Sweden,0.6639240826901465,9
global emissions,0.6562200569966419,7
income inequality,0.6546627673401497,12
carbon intensity,0.6326737452511666,13
energy transitions,0.620741458946918,9
population growth,0.6177512131612606,5
GHG emissions,0.614787162977728,137
