keyword,tfidf,count
coordination,1.0,14
Climate Change Litigation,1.0,13
Carbon Pricing,1.0,12
mitigation policy,1.0,11
climate institutions,1.0,11
ETS,1.0,11
litigation,1.0,10
Climate Policy,1.0,10
Carbon pricing,1.0,9
Corruption,1.0,9
media,1.0,8
climate science,1.0,8
legislation,1.0,8
European Parliament,1.0,8
corruption,1.0,8
climate change litigation,1.0,8
media coverage,1.0,8
policy packages,1.0,8
systemic change,1.0,8
acceleration,1.0,8
Institutions,1.0,7
Climate governance,1.0,7
stimulus packages,1.0,7
procedural justice,1.0,7
European Green Deal,1.0,7
political systems,1.0,7
Fossil Fuel Subsidies,1.0,7
policy integration,1.0,7
structural factors,1.0,6
Climate litigation,1.0,6
Regulatory instruments,1.0,6
Ireland,1.0,6
material endowments,1.0,6
British Columbia,1.0,6
environmental justice,1.0,6
Grantham Research Institute,1.0,6
Integ,1.0,6
beliefs,1.0,5
climate policymaking,1.0,5
mitigation outcomes,1.0,5
Regulation,1.0,5
high carbon systems,1.0,5
framework laws,1.0,5
climate neutrality,1.0,5
emission reduction targets,1.0,5
Climate Governance,1.0,5
labour unions,1.0,5
poverty reduction,1.0,5
voluntary agreements,1.0,5
overlapping policies,1.0,5
Carbon Prices,1.0,5
Ecuador,1.0,5
fossil fuel subsidy reform,1.0,5
enabling conditions,1.0,5
Climate Change Economics,1.0,5
Justice,1.0,5
Global Climate Change,1.0,5
Business,1.0,5
Global Warming,1.0,5
MIT Press,1.0,5
climate governance,0.9386692098764713,52
climate litigation,0.9241968653929827,12
pricing,0.9074615542119225,10
EU ETS,0.8979885073870857,17
Finland,0.8649598331741568,11
Norway,0.8456593731785595,11
fossil fuel subsidies,0.8355614742183802,16
Denmark,0.8114143932790915,7
medium evidence,0.7926698941280933,7
carbon tax,0.7657429246181693,22
HFCs,0.7619029858821628,7
mitigation policies,0.7614752759012496,16
New Zealand,0.754354944345723,7
carbon taxes,0.753669796706087,17
Australia,0.7496224154858335,27
sequestration,0.7438298853606805,9
subsidies,0.7335334798722812,12
compliance,0.7310165772739916,17
Nationally Determined Contributions,0.7265165141894734,11
distributional effects,0.702312595770444,5
public support,0.6847519861687165,13
Mexico,0.6723841090046858,11
emission reductions,0.6501653637177305,6
climate mitigation,0.6247735723811386,52
Netherlands,0.6139794075067411,13
carbon pricing,0.6114466168789863,31
