keyword,count
CMIP6,279
CMIP5,274
CMIP5 models,131
Climate Dynamics,121
internal variability,117 
CMIP6 models,112
medium confidence,83
AR5,82
human influence,77
observations,56
climate models,53
anthropogenic forcing,49
greenhouse gases,48
data sources,45
attribution,43
table,42
climate change,40
precipitation,37
GSAT,33
AMOC,33
Southern Hemisphere,30
Southern Ocean,30
AMV,30
CMIP3,30
Geoscientific Model Development,30
Northern Hemisphere,29
PDV,29
United Kingdom,23
greenhouse gas forcing,23
ENSO,23
Earth Systems,23
anthropogenic aerosols,22
anthropogenic influence,21
National Academy of Sciences,21
aerosols,20
CMIP5 simulations,20
seasonal cycle,18
anthropogenic forcings,17
natural variability,17
North Atlantic Oscillation,17
teleconnections,17
Southern Annular Mode,16
Greenland Ice Sheet,16
global warming,16
American Meteorological Society,16
uncertainties,15
biases,15
modelling,15
ocean heat content,14
mean state,14
CMIP6 simulations,14
volcanic eruptions,14
CMIP5 Models,14
Atlantic Multidecadal Variability,14
Earth system models,13
GMST,13
natural forcing,13
CO2 fertilization,13
model performance,13
ensemble members,13
uncertainty,13
Indian Ocean,13
Climate Models,13
climate system,12
greenhouse gas increases,12
Arctic sea ice loss,12
North Atlantic,12
Last Glacial Maximum,12
SST,12
ozone depletion,12
external forcing,12
North America,12
global monsoon,12
Walker circulation,12
Arctic sea ice,12
Pacific Decadal Variability,11
Atlantic Meridional Overturning Circulation,11
surface temperature,11
LGM,11
HighResMIP models,11
climate sensitivity,11
observational uncertainty,11
seasonality,11
SST anomalies,11
Royal Meteorological Society,11
Cambridge University Press,10
IPCC,10
stratospheric ozone depletion,10
CM,10
simulations,10
aerosol forcing,10
temperature,10
natural forcings,10
SROCC,10
PMIP4,10
United States of America,9
observational datasets,9
boreal winter,9
sea surface temperature,9
confidence,9
confidence interval,9
forcing,9
Last Interglacial,9
HighResMIP,9
climatology,9
variability threshold,9
models,9
standard deviation,9
orbital forcing,9
greenhouse gas,9
observational uncertainties,9
CMIP5 climate models,9
austral summer,9
Greenland,9
Ocean Modelling,9
Working Group I,8
Intergovernmental Panel on Climate Change,8
global mean temperature,8
glaciers,8
spatial structure,8
internal climate variability,8
global surface temperature,8
ERA5,8
observational estimates,8
attribution studies,8
individual models,8
anthropogenic warming,8
stratosphere,8
interannual variability,8
ocean warming,8
temperature extremes,8
SST biases,8
Atlantic Multidecadal Oscillation,8
upper troposphere,7
coupled models,7
satellite era,7
ensemble size,7
external forcings,7
surface air temperature,7
forced response,7
Antarctica,7
robust signal,7
HadCRUT5,7
GSAT warming,7
volcanic forcing,7
Time series,7
tropics,7
simulated trends,7
ocean heat uptake,7
whiskers,7
mean temperature,7
global,7
carbon uptake,7
warm bias,7
CMIP,7
GMSL,7
ACC,7
NAO,7
IOB mode,7
tropical Atlantic,7
Global Change Biology,7
Internal Variability,7
Interdecadal Pacific Oscillation,7
Australia,6
climate,6
global mean surface temperature,6
tropospheric warming,6
lower stratosphere,6
CMIP6 historical simulations,6
extreme precipitation,6
anthropogenic contribution,6
upper ocean,6
Climate Variability,6
Human influence,6
climate model simulations,6
regression coefficients,6
time series,6
human activities,6
sea ice,6
horizontal resolution,6
equilibrium climate sensitivity,6
North Pacific,6
observational products,6
historical simulations,6
stratospheric ozone,6
GMST trends,6
radiative forcing,6
rainfall,6
tropical Pacific,6
CMIP3 models,6
interquartile ranges,6
anthropogenic aerosol forcing,6
Antarctic sea ice,6
ice sheets,6
Antarctic Ice Sheet,6
model resolution,6
partial pressure,6
NAM,6
teleconnection,6
ENSO variability,6
Physical Science Basis,6
Assessment Report,6
B,6
Earth System Dynamics,6
Global Biogeochemical Cycles,6
Human Influence,5
India,5
China,5
greenhouse gas concentrations,5
mean,5
Internal variability,5
Pacific Walker circulation,5
global climate models,5
ocean heat content increase,5
land management,5
Northern Annular Mode,5
storm track,5
anthropogenic climate change,5
climate projections,5
detection,5
temperature proxies,5
climate simulations,5
Uncertainty,5
temperature reconstructions,5
GSAT changes,5
tree rings,5
equatorial Pacific,5
proxy reconstructions,5
aerosol influence,5
ozone,5
satellite data,5
reanalysis,5
hot extremes,5
global ocean,5
water cycle,5
relative humidity,5
subtropics,5
CMIP models,5
model errors,5
streamflow,5
Europe,5
AMIP simulations,5
global monsoon precipitation,5
Pacific,5
blocking frequency,5
SSWs,5
decadal variability,5
CO2 emissions,5
large ensemble simulations,5
surface mass balance,5
salinity,5
Atlantic Ocean,5
coupled climate models,5
resolution,5
model biases,5
leaf area index,5
SAM,5
summertime SAM,5
ENSO index,5
Atlantic Niño,5
AMM,5
Climate Change,5
El Niño,5
global warming hiatus,5
Atlantic multidecadal variability,5
Global Monsoon,5
Atlantic meridional overturning circulation,5
Anthropogenic Aerosols,5
Earth System Model,5
Zwiers,5
Antarctic Sea Ice,5
Canada,4
reduced biases,4
simulation,4
continental scales,4
instrumental record,4
precipitation patterns,4
global land regions,4
precipitation extremes,4
zonal mean Hadley cell,4
Arctic,4
Antarctic sea ice extent,4
surface melting,4
human,4
thermal expansion,4
sea level rise,4
overturning circulation,4
ozone forcing,4
summertime SAM trend,4
volcanic aerosols,4
terrestrial carbon cycle,4
Coupled Model Intercomparison Project,4
attribution study,4
Earth System Model Evaluation Tool,4
ESMValTool,4
regression coefficient,4
optimal fingerprinting,4
uncertainty range,4
climate response,4
