keyword,count
climate change,359
Brazil,229
Chile,206
medium confidence,136
Peru,107
South America,97
Latin America,96
Colombia,89
Ecuador,69
Argentina,66
Guatemala,66
Climate Change,49
Climate change,43
drought,41
poverty,40
food security,40
adaptation,39
high confidence,37
agriculture,37
Honduras,36
Cambridge University Press,32
biodiversity,32
Amazon,32
protected areas,31
deforestation,30
landslides,30
Indigenous Peoples,30
Springer International Publishing,29
Central America,28
Mexico,27
Uruguay,27
coastal ecosystems,26
Costa Rica,25
Bolivia,25
Andes,24
precipitation,24
floods,24
water scarcity,24
CSA,24
Lima,22
climate change adaptation,22
ecosystem services,21
ECLAC,21
extreme events,21
governance,21
Nicaragua,21
Biodiversity,20
droughts,19
human health,19
tropical Andes,19
land use,19
cambio climático,19
Climatol,19
inequality,18
fisheries,18
sustainable development,17
water management,17
Brazilian Amazon,17
Paraguay,17
Peruvian Andes,17
Caribbean,17
World Health Organization,17
América Latina,17
water resources,16
water availability,16
adaptation measures,16
health sector,16
food insecurity,16
Amazonia,16
urban areas,16
vulnerability,16
El Salvador,16
adaptive capacity,16
SLR,15
Venezuela,15
WHO,15
women,15
ecosystems,14
Climate Services,14
World Meteorological Organization,14
Caribe,14
terrestrial ecosystems,13
coral reefs,13
agricultural production,13
migration,13
IKLK,13
storm surges,13
climate variability,13
rainfall,13
infrastructure,13
dengue,13
Guyana,13
medium evidence,13
climate adaptation,13
temperature,12
desertification,12
Patagonia,12
education,12
Poverty,12
Sustainable Development,12
land use change,11
coastal erosion,11
heatwaves,11
malaria,11
land degradation,11
wildfires,11
farmers,11
Buenos Aires,11
water quality,11
United Nations,11
Americas,11
sustainability,11
Adaptation Options,11
Ecosystem Services,11
mangroves,10
age,10
CSA countries,10
Belize,10
hot extremes,10
medium agreement,10
Amazon rainforest,10
IPCC,10
informal settlements,10
EbA,10
cambio,10
Cambio Climático,10
Ecosyst,10
water governance,9
fires,9
gender,9
coastal areas,9
Panama,9
mortality,9
cold extremes,9
low confidence,9
flooding,9
irrigation,9
Santiago,9
aquaculture,9
air pollution,9
health,9
rural areas,9
Migration,9
developing countries,9
Oceanogr,9
cepal,9
CEPAL,9
Public Health,9
biodiversity loss,8
adaptation strategies,8
climate services,8
epidemics,8
biodiversity hotspots,8
Atlantic Forest,8
extreme weather events,8
insurance,8
CSA region,8
knowledge gaps,8
AR5,8
risk,8
tourism,8
Amazon basin,8
urbanisation,8
Amazon region,8
heat waves,8
productivity,8
Rio de Janeiro,8
agroforestry,8
Quito,8
conservation,8
Biodivers,8
Aquaculture,8
World Bank,8
acional,8
Amazonian Dark Earths,8
aridity,7
maize,7
adaptation strategy,7
freshwater ecosystems,7
disaster risk reduction,7
Indigenous knowledge,7
key risks,7
informality,7
land tenure,7
food production,7
Vulnerability,7
dry season,7
biodiversity conservation,7
fishing,7
UNFCCC,7
children,7
water security,7
respiratory diseases,7
global climate change,7
glacier retreat,7
glaciers,7
resilience,7
risk reduction,7
adaptation options,7
IK,7
WMO,7
sustainable land management,7
greenhouse gas fluxes,7
Climate change impacts,7
Land Use Policy,7
Mudanças Climáticas,7
United States of America,7
Italy,7
Prefeitura,7
Working Group II,6
social inequalities,6
local knowledge,6
water insecurity,6
rural livelihoods,6
public health,6
natural systems,6
knowledge gap,6
social movements,6
extreme heat,6
sanitation,6
livestock,6
water sector,6
mining,6
cultural values,6
SDGs,6
cooperatives,6
adaptation planning,6
hurricanes,6
Agriculture,6
políticas,6
Food Security,6
climate change scenarios,6
Perú,6
Cambio climático,6
Indicadores,6
Meio Ambiente,6
Fundo,6
Global South,6
worldbank,6
Intergovernmental Panel on Climate Change,5
land use changes,5
epidemiology,5
water provision,5
forestry,5
vulnerability maps,5
public service systems,5
race,5
economic growth,5
Mesoamerica,5
UNDP,5
coffee,5
global warming,5
rainy season,5
UNISDR,5
ENSO events,5
extreme poverty,5
zoonotic diseases,5
tropical forests,5
extreme precipitation,5
soil fertility,5
agricultural sector,5
rainfall patterns,5
flood risk,5
glacier shrinkage,5
central Andes,5
Water scarcity,5
Suriname,5
confidence,5
water demand,5
livestock production,5
coral bleaching,5
Sustainable Development Goals,5
Paris Agreement,5
marine resources,5
public policies,5
climate resilience,5
vulnerabilities,5
risk management,5
Agroforestry systems,5
Agroforestry,5
urban vulnerability,5
financing,5
Urban planning,5
poverty reduction,5
Latin American cities,5
migrants,5
Canada,5
CVC,5
United States,5
ustainability,5
desastres,5
Springer Netherlands,5
PLoS ONE,5
El Niño,5
Water Resour,5
UNESCO,5
inundaciones,5
População,5
Urban Climate Change Research Network,5
FAO,5
Medio Ambiente,5
Amazonian dark earths,5
Intergovernmental Panel,5
Mastrandrea,5
Município,5
Disaster Risk Reduction,5
soil degradation,4
sanitation services,4
Amazon forest,4
vectors,4
Glacier retreat,4
forest structure,4
dengue fever,4
Zika,4
water supply,4
regulation,4
housing,4
river restoration,4
settlements,4
Climate services,4
coral reef ecosystems,4
coastal socioecological systems,4
ocean warming,4
acidification,4
ethnicity,4
information,4
transformational adaptation,4
climate information services,4
disaster risk,4
agricultural expansion,4
high,4
SA,4
rainfed agriculture,4
seasonality,4
economic development,4
cattle ranching,4
climate,4
coastal flooding,4
Guatemala City,4
morbidity,4
leishmaniasis,4
modelling,4
precipitation reduction,4
data coverage,4
saltwater intrusion,4
drainage systems,4
Aedes aegypti,4
amphibians,4
heavy precipitation,4
fire weather,4
transport systems,4
Georgetown,4
forest fires,4
infectious diseases,4
health services,4
ENSO,4
Northwestern South America,4
Northern South America,4
savannah,4
ia,4
evapotranspiration,4
Protected areas,4
carbon storage,4
Cerrado,4
Brazilian Cerrado,4
water crisis,4
Southern South America,4
semiarid region,4
habitat loss,4
small farmers,4
coastal cities,4
Hazards,4
River Plate basin,4
precipitation extremes,4
rural communities,4
climatic hazards,4
water infrastructure,4
Copernicus Emergency Management Service,4
es,4
population,4
water,4
coastal protection,4
local communities,4
poverty alleviation,4
financial resources,4
incentives,4
Amazon Fund,4
monitoring,4
water stress,4
NWS,4
UNICEF,4
NDCs,4
flood protection,4
agrobiodiversity,4
corruption,4
Schooling,4
technical assistance,4
urban population,4
slum upgrading,4
flood control,4
EWS,4
FONAG,4
AGRUPAR,4
GGI,4
urban resilience,4
climate hazards,4
civil society,4
ecosystem restoration,4
vulnerable groups,4
United Nations Environment Programme,4
UNEP,4
socioeconomic inequalities,4
participation,4
urban planning,4
resettlement,4
internal migration,4
participatory water management,4
building regulation,4
Health,4
Pacific coast,4
ICC,4
Knowledge Gaps,4
smallholders,4
fire management,4
El Niño Southern Oscillation,4
análisis,4
Medio Ambiente Urban,4
International Organization for Migration,4
climate change impacts,4
Indigenous Knowledge,4
Local Knowledge,4
México,4
os,4
Urban Risk,4
Cambio,4
Alerta Temprana,4
Urban Areas,4
Global Warming,4
urban heat island,4
climate change mitigation,4
Agricultura,4
Cambio Climatico,4
Resilience,4
IPBES,4
Sectoral,4
Fifth Assessment Report,4
Climate Change Adaptation Planning,4
Caribbean Cities,4
IUCN,4
Sixth Assessment Report,3
population growth,3
carbon sink,3
extreme climatic events,3
extreme climate events,3
range contractions,3
lowland species,3
estuaries,3
coral bleaching events,3
soil erosion,3
fire,3
mean precipitation,3
crop growth duration,3
chikungunya,3
reproduction potential,3
Women,3
marine ecosystems,3
national policies,3
wetland restoration,3
water storage,3
urban adaptation,3
epidemic forecast tools,3
cold waves,3
rainfall variability,3
sea level rise,3
rice,3
socioeconomic status,3
funding,3
Inequality,3
natural extreme events,3
biomes,3
lowlands,3
North America,3
Global Data Lab,3
malnutrition,3
Chilean coast,3
climatic variability,3
agricultural productivity,3
heat stress,3
vulnerable regions,3
GHG emissions,3
extreme precipitation events,3
MSD,3
relative humidity,3
water retention capacity,3
CMIP5,3
Eastern Tropical Pacific,3
Precipitation,3
malaria transmission,3
carbon sequestration,3
wetlands,3
Tropical Andes,3
fire regimes,3
eastern Amazon,3
NSA,3
urban centres,3
Amazon delta,3
flash floods,3
Amazonian forests,3
flood events,3
Food security,3
climatic events,3
hospital admissions,3
South America Monsoon,3
saltmarshes,3
precipitation regimes,3
SAM,3
climate scenarios,3
economy,3
population density,3
Cerrado region,3
precipitation patterns,3
Brazilian,3
diarrhoea,3
agreement,3
land area,3
Northeastern South America,3
São Paulo,3
slums,3
hydrology,3
A,3
land uses,3
income,3
northern Patagonia,3
diversity,3
storms,3
ocean acidification,3
Region,3
as,3
spatial patterns,3
severe health effects,3
human systems,3
cities,3
conflicts,3
health systems,3
social systems,3
Freshwater Ecosystems,3
finance,3
Protected Areas,3
management,3
shade trees,3
cultures,3
Coastal Ecosystems,3
Fisheries,3
capacity building,3
MPAs,3
