keyword,count
climate change,391
adaptation,129
poverty,87
vulnerability,60
climate hazards,57
Climate Change,42
food security,42
Africa,42
climate change adaptation,40
sustainable development,38
governance,38
human vulnerability,37
Indigenous Peoples,36
Bangladesh,36
drought,35
inequality,33
World Bank,33
Climate change,32
agriculture,31
sea level rise,31
developing countries,30
resilience,30
climate change impacts,29
Global Environmental Change,29
women,28
Cambridge University Press,26
IPCC,26
climate change mitigation,26
South Asia,25
adaptive capacity,25
Disaster Risk Reduction,25
India,24
mitigation,24
Paris Agreement,23
floods,22
climate justice,22
Poverty,20
migration,20
adaptation options,20
droughts,20
medium confidence,19
Amazon,19
biodiversity,19
flooding,19
farmers,19
United Nations,19
Cape Town,19
gender,18
Asia,18
ecosystem services,18
children,18
extreme weather events,17
livelihoods,17
AR5,17
deforestation,17
social capital,17
Sustainable Development,16
South Africa,16
urbanisation,16
SDGs,16
West Africa,16
Brazil,16
Climatic Change,16
Indigenous knowledge,15
human health,15
extreme events,15
livelihood shifts,15
Peru,15
Global Warming,15
food insecurity,14
adaptive capacities,14
Nepal,14
infrastructure,14
Europe,14
Ghana,14
CRD,14
Environmental Sustainability,14
Regional Environmental Change,14
Australia,13
Puerto Rico,13
urban poor,13
GHG emissions,13
Tanzania,13
Vulnerability,13
NELD,13
Livelihoods,12
Working Group II,12
ethnicity,12
poverty reduction,12
climate,12
livelihood impacts,12
Latin America,12
SIDS,12
Global South,12
climate services,12
Philippines,12
climate variability,12
World Development,12
global warming,11
education,11
adaptation measures,11
forced migration,11
adaptation finance,11
age,11
climate risks,11
livelihood resources,11
elderly,11
informal settlements,11
human capital,11
heat stress,11
Vietnam,11
health,11
adaptation strategies,11
sustainability,11
economic growth,11
Indonesia,11
Assessment Report,11
Climate Risk Management,11
National Academy of Sciences,11
adaptation limits,10
social tipping points,10
livelihood security,10
risk reduction,10
extreme poverty,10
conflict,10
Migration,10
coral reefs,10
Brazilian Amazon,10
marginalisation,10
maladaptation,10
vulnerable communities,10
ecosystems,10
UNEP,10
Ethiopia,10
synergies,10
Sectoral,10
climate resilient development,9
Mozambique,9
Indigenous People,9
social groups,9
social networks,9
poor,9
heatwaves,9
mortality,9
coastal communities,9
state fragility,9
regional clusters,9
disaster risk reduction,9
forestry,9
Natural Hazards,9
Climate change adaptation,9
Climatic change,9
population,8
Central America,8
climate resilience,8
multidimensional poverty,8
livelihood assets,8
climatic hazards,8
institutional support,8
landslides,8
livestock,8
Sahel,8
protected areas,8
development,8
adaptation gap,8
fisheries,8
WorldRiskIndex,8
Sustainability,8
Kenya,8
Cyclone Aila,8
Malawi,8
